6.8,64.8,65.45,25.9141672670286,80.0401260767796,81.043300314676,81.0064207161162,80.9700540303092,80.9471616504338,80.932975152117,80.924282222002,80.91910933597,80.9162820115444,80.915158314611,80.9154831135787,80.9173301529854,80.9211187967667,80.9277092433682,80.9385978310621,80.9562567761287,80.9846954811666,81.0303708561662,81.1036533375945,81.2211814603385,81.4096395795915,81.7118164618654,82.1963203275176,82.9731561391387,84.218703258813,86.2158314496895,89.4215699279394,94.7411525028169,99.9999999797173
2.4,52,52.45,99.9999999999988,99.9999999999989,99.999999999999,99.9999999999989,99.9999999999987,99.9999999999985,99.9999999999983,99.9999999999982,99.9999999999984,99.999999999999,100,9.5288787595598,1.07639127971523e-12,-1.789561160204e-13,1.26833909981487e-12,1.6573528005489e-12,1.40589872830818e-12,9.77412821053189e-13,7.94799542050329e-13,7.9515784428646e-13,8.29598004756007e-13,8.0886305276476e-13,7.34387184217129e-13,6.87462556741394e-13,6.55822271856821e-13,6.01930302790097e-13,5.18706581490648e-13,3.61237777108494e-13,9.31973376622921e-14,-1.831335244772e-13
3.6,16,43.35,100,100,100,99.9999999999999,99.9999999999985,99.9999999987098,60.2275464252304,52.6072444887887,52.8695074675938,53.1324130408746,53.2950102472436,53.3909666846258,53.4420031986714,53.4597061243288,53.4480948229669,53.4045329880475,53.319130053054,53.1724954768146,52.9313314843323,52.5406403975749,51.8997426349762,50.2711573921692,18.0208795798241,9.28454766329978e-14,2.67206558298896e-14,1.28291754445434e-14,7.73851802328453e-15,5.36933622861254e-15,4.14876970360454e-15,3.5589311389462e-15
3.6,23.2,66.75,100,100,100,100,100,100,100,100,99.9999999999999,99.9999999999999,99.9999999999999,99.9999999999999,99.9999999999999,100,100,1.83738069918497,8.07269827675246e-12,1.09898885680646e-13,2.95461631686705e-14,1.60409424538212e-14,1.06494684873822e-14,7.84553425870636e-15,2.74618174817707e-14,2.94965765389699e-14,4.17169464535229e-15,3.52431446297462e-15,3.04044056805928e-15,2.67390044808939e-15,2.40427118261172e-15,2.23515610134738e-15
0.8,78.4,34.25,100,100,100,100,78.6363509072036,4.4254162771587e-23,2.64697796016969e-23,1.32348898008484e-23,0,3.30872245021211e-24,6.61744490042422e-24,6.61744490042422e-24,0,3.30872245021211e-24,3.30872245021211e-24,3.30872245021211e-24,1.65436122510606e-24,1.65436122510606e-24,1.65436122510606e-24,1.65436122510606e-24,1.65436122510606e-24,1.65436122510606e-24,1.65436122510606e-24,1.65436122510606e-24,1.65436122510606e-24,1.65436122510606e-24,2.48154183765908e-24,8.27180612553028e-25,2.06795153138257e-24,1.75775880167518e-24
7.6,3.2,64.8,3.48966820920809e-25,4.8467614016779e-25,7.3024538451947e-25,1.24077091882954e-24,2.55909002008593e-24,9.92616735063633e-24,25.1533352127743,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6.8,30.4,47.9,3.44342266724054e-11,4.61137647591324e-11,5.19045240025687e-11,7.40222889918529e-11,1.07154824864539e-10,1.59387565609308e-10,2.62342660402731e-10,4.81226972648217e-10,7.54461115194968e-09,67.8503549083179,99.9999999980818,99.9999999993037,99.9999999998746,99.9999999999655,99.9999999999805,99.9999999999852,99.9999999999887,99.9999999999917,99.9999999999941,99.9999999999957,99.9999999999966,99.999999999997,99.9999999999974,99.9999999999976,99.9999999999979,99.9999999999981,99.9999999999984,99.9999999999985,99.9999999999986,99.9999999999972
8,32.8,39.45,9.08881161121706e-18,1.39143177554311e-17,-1.75549299633595e-18,98.7348367693852,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5.2,76,55.7,100,100,100,100,100,100,99.9999999999991,97.3022597862124,68.7507112465923,68.4249997321593,68.5729143214447,68.6681531055761,68.7210141665467,68.7432703288818,68.7399701432489,68.7103642201172,68.647730634808,68.5378486475439,68.3557699318702,68.0601541428409,67.5838827343539,66.8188199240466,65.5912608169268,63.6224913297169,60.465458784305,55.4008806886645,47.155810322589,27.7750998958998,9.4193050431786e-13,3.87667589524402e-14
3.2,75.2,21.25,3.0850695548464e-13,3.828262377823e-13,4.85513580899914e-13,6.33901920658912e-13,8.60899020703823e-13,1.23580647235011e-12,1.9281061590886e-12,3.46145103006411e-12,8.3845752728063e-12,6.54486821615321e-11,1.70767826157053,26.6564444346244,26.8651344037654,26.7068975405464,26.6378770423451,26.6523558117511,26.7538225517385,26.9653190088828,27.3348648073123,27.9463640505854,28.9386556290921,30.5370406024056,33.1046579513929,37.2359049231969,44.4337452256325,84.2624543933018,99.999999999863,99.9999999999824,99.9999999999935,99.999999999995
