2.79655036444701,27.9655036444701,5,6.19390317457672e-09,1.06106800525421e-06,1.23860007617953e-06,3.39493261877273e-08,4.03659020191692e-07,2.29281614761547e-08,4.72286522008286e-07,2.60856590726824e-07,2.7318229068711e-08,5.80264017793641e-07,1.36024874008354e-07,2.90474552417558e-08,5.02280777385178e-07,4.73651196929896e-07,2.37050149890415e-08,8.31821197427034e-08,2.15104051579402e-07,1.9521815258855e-08,9.02447592060813e-08,1.97324869042944e-08,1.08947162751259e-07,2.52610251824405e-07,5.61701901644337e-08,3.72826601803128e-08,5.01177447058306e-08,3.32335631959245e-08,2.38067096698237e-08,3.24975882332041e-08,4.57976598019544e-08,9.33915873198861e-08
2.72499455364694,28.2031061800813,5,4.17749910551538e-10,5.09954048552668e-09,5.21614975983196e-09,5.90473345184378e-10,2.41682677185413e-09,5.95840879272506e-10,2.85276362889059e-09,6.62514968440027e-10,6.92736724642603e-10,2.61138631072852e-09,7.59309644935276e-10,1.28958418875929e-09,3.12184403538804e-09,2.19272886364654e-09,9.3947182920528e-10,1.68925019831311e-09,1.58263437838282e-09,1.12532826837345e-09,1.53246917390423e-09,1.3037866579508e-09,1.4367846265557e-09,2.17818442112457e-09,2.03805939327304e-09,2.20967340362147e-09,2.37835273930354e-09,2.62957100458784e-09,3.11675085740424e-09,3.89229448188888e-09,5.36610982883293e-09,9.97355421948223e-09
2.6533497624882,28.0654407371603,5,2.55103836012502e-09,9.08790021182599e-09,8.49576612717702e-09,3.08582190683828e-09,5.79930644825358e-09,3.34331580967041e-09,6.83111325128119e-09,3.70069624804888e-09,5.13832814066748e-09,6.51531590978669e-09,4.37247517921889e-09,6.28835375907847e-09,8.03002626552264e-09,5.9598396855345e-09,5.58203683717566e-09,7.12159671709004e-09,6.39454014774875e-09,6.88654249094578e-09,7.7819321068233e-09,8.09526908135886e-09,8.87800032918004e-09,1.05306994682093e-08,1.14747235799494e-08,1.28961077746958e-08,1.41312990891249e-08,1.61669677283739e-08,1.93904399740192e-08,2.44757259010091e-08,3.40961914448647e-08,6.24939118395963e-08
2.58237235397264,27.6975079250812,5,2.81091483176485e-09,2.35778818777284e-08,1.88450969790365e-08,3.6876405414554e-09,1.20735556431832e-08,3.87747804606394e-09,1.50705727128105e-08,4.2606456678315e-09,1.10818739809033e-08,1.0832278061251e-08,5.0096287068394e-09,1.26499927186022e-08,1.38873358088245e-08,5.90601331641108e-09,7.44525901170069e-09,1.06862104651328e-08,7.08238756164919e-09,9.00958595801626e-09,9.00038116951421e-09,8.85712055051024e-09,1.05774817647718e-08,1.36767707771885e-08,1.36951430388786e-08,1.56684013679907e-08,1.58414971608645e-08,1.73713887691311e-08,2.0701619525216e-08,2.62467231650851e-08,3.63612693849208e-08,6.70103047730383e-08
2.51252250729598,27.1911390513139,5,4.59662099485645e-09,2.88386135660779e-08,2.0103604814329e-08,5.76533498753352e-09,1.4616606033114e-08,6.15021131724397e-09,1.791792902808e-08,6.76254237423827e-09,1.54037703537559e-08,1.12907258633895e-08,7.9509015537813e-09,1.6847541344274e-08,1.52505851510902e-08,9.42204711193848e-09,1.33296975250774e-08,1.31503785618525e-08,1.13040970116183e-08,1.28515390967887e-08,1.28891957539326e-08,1.38649186119658e-08,1.60253709404275e-08,1.6956589109548e-08,2.10566682938646e-08,2.29074533005261e-08,2.18826071460398e-08,2.40530275607899e-08,2.94204629549483e-08,3.70380749202408e-08,5.01255258513019e-08,9.70183845105676e-08
2.44407292609293,26.6044178499754,5,5.27807150872571e-09,5.98525935822135e-08,3.337256215737e-08,7.14578271408663e-09,2.55717561508979e-08,7.44145056536711e-09,3.29097837618788e-08,8.10660018066851e-09,2.91160483152818e-08,1.11560571014201e-08,9.47244096704381e-09,3.02592868215799e-08,1.96808823773209e-08,1.1072257185665e-08,2.21701114122968e-08,1.42422252138741e-08,1.29970629380734e-08,1.63662081969243e-08,1.45805206438711e-08,1.56032509197503e-08,2.40718257925853e-08,2.01307576774723e-08,2.41723815318653e-08,2.64626328568484e-08,2.34599879833659e-08,2.47059850719435e-08,3.06323037104706e-08,3.92165590326989e-08,5.25849949105229e-08,1.03540895287138e-07
2.37717783479053,25.9740098750449,5,6.07903367459747e-09,1.2819004065751e-07,5.32254514917169e-08,9.4161608796122e-09,4.59713979754893e-08,9.46414298583202e-09,6.22553220515248e-08,1.01458058698619e-08,5.96697535393994e-08,1.09521136767463e-08,2.46646695636788e-08,6.01764119754524e-08,1.79498408585092e-08,1.33748863387462e-08,3.94248565573015e-08,1.42912000582867e-08,2.05337462447949e-08,2.20199795778811e-08,1.65255851225908e-08,1.76829280846399e-08,4.47986160961002e-08,2.73000052591773e-08,2.81031044775055e-08,3.20830114451738e-08,2.49703179774243e-08,2.32500018113145e-08,2.94062573622102e-08,4.06089261508986e-08,5.46687355281313e-08,1.08945404121104e-07
2.31191676499504,25.3229894468389,5,7.02802110986165e-09,3.00569159363852e-07,7.99748308286935e-08,1.40690873416785e-08,8.83736663944131e-08,1.34462225031896e-08,1.27718696857798e-07,1.4028035862631e-08,1.39364325104627e-07,1.48279620500891e-08,9.01248993281821e-08,1.38407192173935e-07,1.66419826988077e-08,5.04586230790732e-08,8.74028167712729e-08,1.74590026292036e-08,5.37476263251816e-08,1.92626392101324e-08,1.91043066235104e-08,2.04046992903452e-08,1.00953612582192e-07,6.13620138511979e-08,3.65376612450218e-08,5.14871805551682e-08,3.83101217340945e-08,2.80206028832601e-08,2.91169103042602e-08,4.16704932818498e-08,5.65646166003388e-08,1.13226463957127e-07
2.24832233813777,24.6658083000512,5,8.12151405372824e-09,1.13745620073745e-08,2.70517769323492e-07,1.64758800438147e-07,1.82769486616498e-08,2.65409935602097e-07,1.86605488967444e-08,2.93846105008646e-07,1.99568367981345e-08,1.37187375011037e-07,1.21415338588318e-07,2.42004706489229e-08,3.2445877475059e-07,2.51171513099396e-08,1.79903587804792e-07,1.48542346816392e-07,2.48136896170654e-08,1.55289108636961e-07,2.4866741873426e-08,7.34003759546572e-08,2.69084898819903e-08,1.29888526909409e-07,1.82450435504575e-07,5.77945832000667e-08,5.5984832820426e-08,7.15197366012211e-08,3.28071906915435e-08,4.08644857915469e-08,5.82098547416782e-08,1.18827851313327e-07
2.18639788881947,24.0114496929474,5,9.54350890574137e-09,1.49714920515815e-08,4.76095424855585e-07,2.43902115271079e-07,2.64569157377049e-08,4.5816696799618e-07,2.67981426628902e-08,5.43050897478572e-07,2.84909822497006e-08,3.31372944132872e-07,6.15551314570145e-08,3.40311450030398e-08,4.92623853826177e-07,3.46476534366205e-08,4.04201977511625e-07,4.5632071919378e-08,3.1486376278929e-08,1.9860078953373e-07,3.04598471632255e-08,1.86386146984764e-07,3.03631468957294e-08,1.70543512961905e-07,2.59801118157969e-07,7.16421628141568e-08,6.67029263812194e-08,9.62848693977755e-08,3.72888718512897e-08,4.16845134124686e-08,6.00900446290714e-08,1.22548185475647e-07
